timestamp,year,month,day,hour,day_of_week,season,temperature,feels_like,humidity,pressure,wind_speed,wind_direction,cloud_coverage,precipitation,energy_produced,energy_demand,surplus
2022-01-02 01:00:00,2022,1,2,1,3,3,5.480840627695528,4.409833757295575,70.8672879616422,1007.0265826599172,4.229851165138274,316,94,0.0,1054.302530321998,769.2508157401144,285.0517145818835
2022-01-02 02:00:00,2022,1,2,2,3,3,2.95700829343119,2.806219981245905,72.88780771886866,1013.218218184398,2.2789793850352247,159,42,0.0,1064.423392708855,737.5079468798849,326.9154458289702
2022-01-02 03:00:00,2022,1,2,3,3,3,6.01039148496714,4.5452109596203245,68.24565912557392,1013.6991263566302,4.384522228849527,156,87,0.0,1043.588191289694,777.6129863388076,265.97520495088634
2022-01-02 04:00:00,2022,1,2,4,3,3,4.057718068438186,2.831732688282917,73.13747365163594,1022.8482834247554,4.3428528249952985,225,53,0.0,1074.668570314415,757.121485218119,317.5470850962961
2022-01-02 05:00:00,2022,1,2,5,3,3,4.675607948689242,3.882488631747581,66.19032151753728,1007.8075033119288,4.880301086669325,320,17,0.0,1073.4622506488531,774.8719412014659,298.5903094473872
2022-01-02 06:00:00,2022,1,2,6,3,3,4.055582223817002,6.480965237206055,59.16753655635553,1013.1973109965196,2.338785702977134,142,54,0.028812254775228,1111.5950747998586,749.9987617712336,361.596313028625
2022-01-02 07:00:00,2022,1,2,7,3,3,8.963551817293672,9.057765083829445,67.62149919006123,1007.7028929645898,1.1659001187933826,265,28,0.3975930821864279,1077.893059790557,805.3062851688645,272.58677462169237
2022-01-02 08:00:00,2022,1,2,8,3,3,5.232000998799927,5.227391635540496,70.05716528428971,1010.5367257339328,2.084768041196177,265,60,0.0,1138.9810218717062,801.2581388337001,337.7228830380061
2022-01-02 09:00:00,2022,1,2,9,3,3,3.143573590363995,2.6268511360533044,68.36180475224192,1021.4198601503468,2.5775542260408795,36,50,0.0,1203.4238793516788,851.0255383774434,352.39834097423545
2022-01-02 10:00:00,2022,1,2,10,3,3,6.904085272482174,7.916256680342011,63.94798823342678,1007.31831888422,5.500817401277633,287,75,5.380419199778161,1190.2717879366696,853.477012030934,336.7947759057356
2022-01-02 11:00:00,2022,1,2,11,3,3,2.817308148333751,-0.4139416079715534,60.66275967233011,1015.9352121203392,6.292518043691623,291,11,2.0979171491666966,1248.7055435976465,1033.370694730785,215.33484886686142
2022-01-02 12:00:00,2022,1,2,12,3,3,5.676722638285306,3.883491445900982,67.17056052988471,1014.964536795072,3.5169934569659738,319,92,0.0,1225.9275893790582,781.7450139137941,444.1825754652641
2022-01-02 13:00:00,2022,1,2,13,3,3,1.3396552005162443,-0.0982675462705739,74.22928340997292,1012.879142868209,3.014085912027899,72,60,0.0,1275.149472903872,852.8585549290331,422.290917974839
2022-01-02 14:00:00,2022,1,2,14,3,3,2.6026233504789347,2.9913375279949705,76.02199174879262,1015.5971831159588,2.475138254288684,15,70,3.918592073135997,1277.6584270254536,809.7315106150231,467.9269164104305
2022-01-02 15:00:00,2022,1,2,15,3,3,5.652717920014043,4.352279031038703,75.67957147241648,1007.1998980902836,4.237035525316301,360,15,0.0,1238.8684533035585,950.5721013567716,288.2963519467869
2022-01-02 16:00:00,2022,1,2,16,3,3,6.735928608266617,6.2831495503573045,65.66145687598144,1021.2816125390178,6.282872087987276,82,11,0.0,1211.6840189926731,934.2262087045922,277.45781028808096
2022-01-02 17:00:00,2022,1,2,17,3,3,5.601732010655737,1.8998939817791225,63.972472933572384,1022.6242274756175,5.678776336782407,173,61,0.0,1214.596896214323,811.2104814242923,403.3864147900306
2022-01-02 18:00:00,2022,1,2,18,3,3,5.027698883499315,4.410085559697624,72.22417762662369,1013.2355234887966,4.706964918908751,75,84,0.0,1190.4107815873112,771.9007222974598,418.5100592898515
2022-01-02 19:00:00,2022,1,2,19,3,3,4.656788057097218,2.485321550839396,72.91650460971383,1025.1155306530677,4.684953796670785,290,67,1.2583601918912002,1187.5004319808554,778.0057337625434,409.494698218312
2022-01-02 20:00:00,2022,1,2,20,3,3,2.301951467540941,2.3317494140683515,71.74185257772669,1011.0048603422504,4.248464829381172,50,59,0.0,1172.1560849565908,756.980812405181,415.17527255140976
2022-01-02 21:00:00,2022,1,2,21,3,3,3.819307031486378,2.1534215712564326,59.670688180535386,1015.0021599692814,2.9290640314371976,185,80,3.790407484186992,1139.175470861964,753.8488838126871,385.3265870492769
2022-01-02 22:00:00,2022,1,2,22,3,3,4.337717906356221,3.1718179644188456,65.40658162730686,1020.1594453188726,1.8951776661888065,4,27,0.0,1102.857042458226,739.2779278986379,363.5791145595881
2022-01-02 23:00:00,2022,1,2,23,3,3,7.373239900713627,5.400979755467472,69.5925606002943,1010.7049776988856,2.968778866008088,261,63,0.0,1055.958283297765,770.8397629336627,285.11852036410244
2022-01-03 00:00:00,2022,1,3,0,1,3,5.986597360621851,4.14533099121739,72.13673019166721,1006.0922547056028,3.6335094031970296,178,94,0.0,1054.4656916022032,758.9162276021407,295.54946400006247
2022-01-03 01:00:00,2022,1,3,1,1,3,1.7732804707594605,1.5701717705679086,73.53717603152751,1004.9414146719056,0.8195491519225575,141,71,2.6107482575937,1079.371701774009,711.0284727936988,368.3432289803101
2022-01-03 02:00:00,2022,1,3,2,1,3,5.947528720274518,5.02550675948969,70.42190682992528,1023.3041328195133,2.770573905950686,267,49,0.0,1049.916405352546,752.6925121476005,297.2238932049455
2022-01-03 03:00:00,2022,1,3,3,1,3,4.529196220652295,3.444255675971568,71.35455825120626,1010.354876746806,1.7611014681130897,113,25,2.018975557452215,1063.6181116317928,738.6882265782359,324.92988505355686
2022-01-03 04:00:00,2022,1,3,4,1,3,3.945516780873011,1.4599533462000074,70.1249665103206,1012.0713161829076,4.520761741602213,179,39,0.0,1082.73227064411,770.4671193735993,312.2651512705107
2022-01-03 05:00:00,2022,1,3,5,1,3,6.522713359166664,5.346001001659984,73.1287360896075,1007.4361796083948,2.175437396764934,67,54,0.0,1071.9587352982317,751.9081975760896,320.05053772214205
2022-01-03 06:00:00,2022,1,3,6,1,3,7.36135982647683,7.724765573662408,71.26496747596963,1017.741696396646,3.4923304979714813,106,30,0.0,1078.344401311453,774.2040432083463,304.1403581031068
2022-01-03 07:00:00,2022,1,3,7,1,3,7.161921019717326,6.916281509058822,70.02932751875151,1009.0922007038772,1.9499695605966352,58,82,0.0,1110.936369993037,772.6345578569449,338.30181213609217
2022-01-03 08:00:00,2022,1,3,8,1,3,3.620925735039651,2.920962288170604,68.35879522282818,1010.5436848616934,5.396548988941373,273,70,0.0,1155.560592690642,818.4490362300255,337.1115564606164
2022-01-03 09:00:00,2022,1,3,9,1,3,4.680936029782499,5.97514136318484,70.10709634372749,1014.4976020970807,0.4488645951981214,30,4,0.0,1172.99220146081,929.2559505733416,243.7362508874685
2022-01-03 10:00:00,2022,1,3,10,1,3,5.961887644292056,6.1210310321864965,72.12359611271145,1007.679770363772,3.71376056526595,34,12,0.0,1181.2856693352903,996.8106039406284,184.4750653946619
2022-01-03 11:00:00,2022,1,3,11,1,3,7.250451035729647,8.27882125483319,71.03801616300538,1012.1070886524288,1.0841134973401014,259,17,0.0,1194.7127743766234,985.0851703826633,209.62760399396018
2022-01-03 12:00:00,2022,1,3,12,1,3,4.341012305794348,4.077007110559837,71.60477131024135,1020.0110479475164,2.236001024272724,8,81,0.0,1240.96596311429,794.4070515885312,446.55891152575873
2022-01-03 13:00:00,2022,1,3,13,1,3,4.928042828157294,3.675883607386985,76.414248525271,1015.1412719875844,3.309280055526757,108,49,2.431432149763308,1242.739134982812,913.4045297692578,329.33460521355414
2022-01-03 14:00:00,2022,1,3,14,1,3,3.086690833472872,2.506806330540781,71.02645883224801,1013.6527114621418,3.383035546975256,142,83,0.0,1275.7078418483095,787.4660244882435,488.24181736006597
2022-01-03 15:00:00,2022,1,3,15,1,3,2.906947533323587,2.3472089690951643,66.4556466161493,1014.0743235473192,3.34390026164312,41,86,0.0,1264.6581738295426,770.829799234261,493.8283745952816
2022-01-03 16:00:00,2022,1,3,16,1,3,6.924412426273324,4.268431164400022,74.11867314848593,1011.0543245201172,3.2276237114632504,186,35,0.0,1212.977106309458,870.4547912333137,342.5223150761442
2022-01-03 17:00:00,2022,1,3,17,1,3,8.011840838626574,7.258545786105323,62.86964753017049,1022.9807615987746,2.0372336071898363,84,51,0.0,1191.446191395554,795.3072944693881,396.1388969261659
2022-01-03 18:00:00,2022,1,3,18,1,3,5.1553405383242605,5.678235389629696,64.29357231481865,1008.9392143473297,2.753920015366784,351,32,0.1169577129069076,1191.2650791162528,755.7206544304653,435.5444246857875
2022-01-03 19:00:00,2022,1,3,19,1,3,7.306426577268977,4.7033406040196,71.37987554211543,1014.0546308098196,3.0474510242683723,200,63,1.4729367357470065,1158.861578352643,764.2707348036244,394.5908435490186
2022-01-03 20:00:00,2022,1,3,20,1,3,6.0226328315801965,3.610998301477073,72.28262255744798,1013.575127831714,3.2930405951383244,287,70,0.0,1131.264684557793,761.3068384419958,369.95784611579734
2022-01-03 21:00:00,2022,1,3,21,1,3,4.00912127227468,2.3831084949291284,63.4753831009951,1018.0438125356656,2.901479290789517,335,68,1.111399116391948,1143.7646214990114,745.2542068215373,398.51041467747405
2022-01-03 22:00:00,2022,1,3,22,1,3,6.022151992501756,4.577858832943138,67.78655181358133,1018.5158696939682,4.0943856314766816,300,95,0.0,1095.2233754609156,768.5433203699638,326.6800550909518
2022-01-03 23:00:00,2022,1,3,23,1,3,8.375433914416867,7.54641896432695,66.67022005741678,1012.8399059775646,3.1400804552264137,260,72,0.0,1039.50929636786,771.8491805337331,267.66011583412694
2022-01-04 00:00:00,2022,1,4,0,5,3,5.2709485452315485,6.457288380853173,67.22401776214058,1014.4533324655652,3.3019889514324205,158,29,0.0,900.7984165117128,762.9012893459594,137.89712716575343
2022-01-04 01:00:00,2022,1,4,1,5,3,8.471887935079463,8.700365693955538,74.37538825791329,1014.6426737695698,2.426021477532724,152,95,0.8185766451801979,874.9977665893953,766.8042335584812,108.19353303091407
2022-01-04 02:00:00,2022,1,4,2,5,3,0.1031104152719626,0.0721211098698847,73.18992669428482,1001.6392917221468,1.4213371100783667,183,67,0.3374772166639831,953.1060427242326,721.8259666516552,231.28007607257734
2022-01-04 03:00:00,2022,1,4,3,5,3,6.986405632201899,6.156195373605439,69.56178847728002,1005.0550519876113,3.231043396098706,256,88,1.736768732328216,888.1235044098938,759.912548423417,128.21095598647685
2022-01-04 04:00:00,2022,1,4,4,5,3,5.516694759927794,4.461395303446937,66.92758974097391,1009.97468154639,4.811169065944407,316,21,0.1284203465091971,913.6559189559972,775.7442576211954,137.9116613348018
2022-01-04 05:00:00,2022,1,4,5,5,3,4.7445859225197164,4.9064194032873205,62.909151025447855,1010.1920066181156,3.66579184609562,66,58,0.0,923.32435569083,761.7284446948622,161.59591099596776
2022-01-04 06:00:00,2022,1,4,6,5,3,5.526122176522456,6.366993511651574,76.7583240704583,1007.0035878901792,1.7737590881778125,212,7,0.1054056870563801,941.908092805661,752.0913535415788,189.81673926408223
2022-01-04 07:00:00,2022,1,4,7,5,3,1.3674627942496658,-0.2167052734807533,72.61796887797314,1016.7479128568682,4.222110038727906,219,65,7.038006632052081,1002.7608487377538,769.020950472235,233.73989826551883
2022-01-04 08:00:00,2022,1,4,8,5,3,4.903256847776428,4.820253194099771,66.12405385618285,1013.0105921050872,2.4973243983090647,322,36,0.0,1008.2295000397476,846.6655215809362,161.56397845881133
2022-01-04 09:00:00,2022,1,4,9,5,3,6.056825766474944,5.404747008595845,73.25539686467302,1011.926527263066,4.071980970720431,351,98,0.0,1017.779609382054,780.9046580831456,236.8749512989084
2022-01-04 10:00:00,2022,1,4,10,5,3,8.298388712934484,8.888709417563742,69.30628127367542,1006.7192236274632,2.4468062026557584,223,100,0.0,1013.6340733677082,761.8308492411378,251.8032241265704
2022-01-04 11:00:00,2022,1,4,11,5,3,4.306060186904157,5.048553918582453,68.22185185223684,1012.777275678776,3.5299596597410545,93,55,0.0,1068.9212432553334,893.2505616573386,175.67068159799476
2022-01-04 12:00:00,2022,1,4,12,5,3,3.725613417665076,3.6400522482051714,71.83345701799657,999.8665762200068,2.22225399506348,58,60,0.0,1095.5660526361064,853.1553015873488,242.41075104875756
2022-01-04 13:00:00,2022,1,4,13,5,3,4.3390865362823785,3.721296291123296,65.94990812698492,1012.1852184459708,2.2604212552944984,177,85,0.0,1099.705383706618,791.4855814835046,308.21980222311345
2022-01-04 14:00:00,2022,1,4,14,5,3,7.1734048588556,5.464347555537935,67.93861677899801,1013.3159183440388,0.6506019493563908,289,64,0.0,1082.8580749782052,842.8335989352597,240.02447604294548
2022-01-04 15:00:00,2022,1,4,15,5,3,6.00010284277082,4.117936690692967,70.26470469754628,1014.2095749216074,3.76811222874174,111,41,0.0,1089.3427036283028,895.3546993575314,193.9880042707714
2022-01-04 16:00:00,2022,1,4,16,5,3,4.283080215917374,3.7871662037513336,67.1601434121225,1005.1794911826036,3.5552544522305056,323,96,0.0,1101.5159930707964,761.9924135055791,339.52357956521735
2022-01-04 17:00:00,2022,1,4,17,5,3,6.369135489678164,6.831771550007556,73.00282542788618,1014.1240836834572,3.6396640743914137,181,48,0.0,1056.463621725112,801.3361854918617,255.12743623325036
2022-01-04 18:00:00,2022,1,4,18,5,3,5.536755722147532,6.548282781132421,79.00273189493986,1007.7928436506772,3.4129958416977164,223,67,0.0,1037.0243276972906,768.5355580408769,268.48876965641364
2022-01-04 19:00:00,2022,1,4,19,5,3,7.27989060451723,4.714424015888788,65.88590871351283,1008.9376508385384,1.856624950015045,159,8,0.0,1007.3478942095396,754.4904420858018,252.85745212373786
2022-01-04 20:00:00,2022,1,4,20,5,3,3.9384944356967466,2.6051938381792112,61.33177289502833,1016.5896569291132,4.44884889674037,336,7,0.0,1015.8307566153704,756.6449090552626,259.18584756010785
2022-01-04 21:00:00,2022,1,4,21,5,3,4.687276330255915,4.020392875007521,59.64869853916724,1023.0705686167988,4.489168950138405,263,57,0.0,978.4708761385788,771.3652082939238,207.10566784465493
2022-01-04 22:00:00,2022,1,4,22,5,3,4.558384317187136,5.066852703333293,68.90505866907364,1013.2567937940134,1.817643802244126,162,85,1.1815060642594943,959.8355004272198,740.677755665597,219.15774476162278
2022-01-04 23:00:00,2022,1,4,23,5,3,2.415570727187214,1.25358017446005,66.34157642591764,1008.9145227067988,3.7981859870249366,279,53,0.0,955.009526536761,744.049238585264,210.96028795149698
2022-01-05 00:00:00,2022,1,5,0,6,3,5.980942715406144,4.817889597266187,70.6506003440584,1013.94335223755,4.312486778051966,2,84,0.1618312768682588,904.0426890551346,768.4579303065145,135.58475874862006
2022-01-05 01:00:00,2022,1,5,1,6,3,5.91081270563677,5.615784466465003,70.2742861988535,1017.6951457874956,2.294852589984418,80,47,0.0,892.8501106818966,745.5344403153216,147.31567036657498
2022-01-05 02:00:00,2022,1,5,2,6,3,5.398929074561914,2.992976800545672,61.595213605652525,1016.1049878293636,2.555946466133472,291,53,0.0,886.5190917892627,753.7428066694814,132.77628511978128
2022-01-05 03:00:00,2022,1,5,3,6,3,4.9195278945266985,3.76735934527225,60.53687869131598,1026.715564362319,3.801170112317679,178,27,0.0,896.3699669656922,764.5618122638424,131.80815470184984
2022-01-05 04:00:00,2022,1,5,4,6,3,2.557960677176164,1.9718040924523328,71.09096404045349,1009.4233121545268,0.7345053458785484,359,100,0.0,928.4464365635292,720.2267336183534,208.21970294517587
2022-01-05 05:00:00,2022,1,5,5,6,3,4.547411515746274,4.635199017748644,70.28844201232279,1014.2611573995964,1.367224167699,336,65,0.0,936.5434149491584,741.4829333837632,195.0604815653952
2022-01-05 06:00:00,2022,1,5,6,6,3,4.703273128223453,4.838813125469507,67.48220784689025,1020.744589767091,1.5153374881956578,314,80,0.8284991864835708,949.254388339292,744.4458816640021,204.8085066752899
2022-01-05 07:00:00,2022,1,5,7,6,3,3.7841476228337534,3.078378170057204,61.32557991306148,1020.4307961850926,0.3055254527617568,93,30,0.0,986.4480330847044,778.1779824602457,208.2700506244587
2022-01-05 08:00:00,2022,1,5,8,6,3,5.066130737944974,4.125507273631247,71.96825415254796,1003.249610367378,4.62740966128122,216,12,0.0,1007.490022099072,895.8088539778558,111.68116812121616
2022-01-05 09:00:00,2022,1,5,9,6,3,6.1968038749060685,6.26030230864673,75.97079556584272,1012.9832118998,0.0178022787124993,21,58,0.0,1008.8997103441689,823.3811710831242,185.51853926104468
2022-01-05 10:00:00,2022,1,5,10,6,3,9.161073963698051,8.171970652547852,71.00121003981762,1020.4226038292436,3.514665995147049,125,81,0.0,1006.596918823732,829.0034652563993,177.59345356733274
2022-01-05 11:00:00,2022,1,5,11,6,3,5.73785778694067,5.915214705730127,65.37392838589768,1027.4532149519955,4.21752509213283,267,87,0.0,1068.443123020109,809.5845668129275,258.85855620718144
2022-01-05 12:00:00,2022,1,5,12,6,3,5.903802942722521,5.210441916504766,69.83405866657876,1016.518979418754,2.559606068380099,142,30,3.40752982104967,1072.1404742610512,967.5003650297158,104.64010923133537
2022-01-05 13:00:00,2022,1,5,13,6,3,5.239810329744658,6.983194931123206,62.78072743405458,1011.1606835315176,1.9974485629031324,267,32,3.415677769333315,1085.734077528036,940.8261916699578,144.90788585807832
2022-01-05 14:00:00,2022,1,5,14,6,3,1.551159730678909,0.0746763542348237,74.90110140791697,1007.9539842378132,3.349263676104959,341,52,0.0,1130.2834317514862,872.629669642152,257.65376210933425
2022-01-05 15:00:00,2022,1,5,15,6,3,5.335674410378559,5.487396889616386,70.0205195113707,1024.0937167876543,3.002749500891722,102,94,0.0,1086.4602642702014,763.5773869901644,322.88287728003695
2022-01-05 16:00:00,2022,1,5,16,6,3,5.509162581159045,5.699352259519593,60.770513279956845,1016.6437079323288,4.505257293624624,55,90,1.1694954212638609,1090.104867613705,790.342574758538,299.76229285516695
2022-01-05 17:00:00,2022,1,5,17,6,3,10.315186386247564,9.005752501729779,68.1079260365046,1008.7596653655728,0.942781710596936,226,35,0.0,1023.7212218474676,803.543216111504,220.17800573596367
2022-01-05 18:00:00,2022,1,5,18,6,3,5.003980231714747,5.184548216152852,71.92780538989416,1011.984218168331,1.6219387857778085,105,84,0.0,1052.6282728130611,748.0337067028347,304.5945661102264
2022-01-05 19:00:00,2022,1,5,19,6,3,5.991796845944217,6.608289012141916,67.94605973384539,1014.5509325841437,3.8423653258740833,143,68,0.9690398271166202,1023.3931478545644,762.1827036202714,261.21044423429305
2022-01-05 20:00:00,2022,1,5,20,6,3,5.319278621866506,5.299632301886981,68.23181923152214,1015.7190332694406,3.0756711641616903,32,74,0.0,1002.8806553193172,750.8712524333107,252.00940288600646
2022-01-05 21:00:00,2022,1,5,21,6,3,3.051346086037928,-0.0495161933134147,63.48928680348665,1008.5019067122712,4.128051238795301,116,97,0.0,987.3360358070892,753.8653649469786,233.47067086011054
2022-01-05 22:00:00,2022,1,5,22,6,3,7.674347790307033,7.8272757173357315,72.44400277413129,1009.9290479093726,3.393029964359493,170,33,0.0,931.1077020667292,770.2790991717553,160.82860289497387
2022-01-05 23:00:00,2022,1,5,23,6,3,6.892568226650541,6.810391911547375,66.36895183862731,1004.7353271881352,2.797894405138031,304,60,0.0,911.1504844531528,757.870586341799,153.27989811135376
2022-01-06 00:00:00,2022,1,6,0,4,3,7.019715628167038,7.024766013093587,58.78012138089389,1018.198811448024,2.546567335359744,333,59,0.0,1049.349106443167,761.9261980692665,287.42290837390055
2022-01-06 01:00:00,2022,1,6,1,4,3,3.6188768244914655,2.051579802577971,67.70606141256708,1011.2919076661484,6.48758252381338,17,2,0.016499913007845,1075.1404751246484,782.0568349292624,293.083640195386
2022-01-06 02:00:00,2022,1,6,2,4,3,8.243240355953143,6.210127704346328,74.46809684377082,1015.3316082459164,5.302419411047267,235,5,0.0,1013.927665939906,786.7872053148958,227.14046062501018
2022-01-06 03:00:00,2022,1,6,3,4,3,2.6339496084963825,3.535356096893018,67.62770103291932,1020.1112925428816,3.743257647142833,167,19,0.0,1069.2689597766828,747.7167575099951,321.5522022666877
2022-01-06 04:00:00,2022,1,6,4,4,3,6.611365921681485,7.236844862256756,78.25227319153666,1014.0993507118698,3.117695840172622,345,3,0.0,1041.8425036555802,769.2007146273044,272.64178902827587
2022-01-06 05:00:00,2022,1,6,5,4,3,9.8185629857009,10.3119729987449,71.70718800866165,1012.4351476202546,3.8071988240301513,334,100,0.0,1029.6458477968615,790.2000277265959,239.44582007026565
2022-01-06 06:00:00,2022,1,6,6,4,3,3.456579083819568,2.377146004675049,71.25613907732088,1013.9696073844196,4.240252076809362,355,52,0.0,1121.7945044802543,763.2833498444695,358.5111546357848
2022-01-06 07:00:00,2022,1,6,7,4,3,4.3050562748754,3.832472190263753,68.92035693633102,1013.3159680192512,3.628240028556764,154,70,0.0,1138.2821444061208,784.2712665045078,354.01087790161296
2022-01-06 08:00:00,2022,1,6,8,4,3,5.636954464256227,5.895669314281314,69.2209172270976,1019.2308249893896,1.8729298149201623,239,61,3.715894904435684,1133.7694979680616,802.3896388126113,331.3798591554503
2022-01-06 09:00:00,2022,1,6,9,4,3,4.430700425848546,3.53804635193785,68.24523009032154,1014.554191987694,5.676766151586765,117,80,1.700077374587252,1181.789846303318,814.9421932695317,366.8476530337863
2022-01-06 10:00:00,2022,1,6,10,4,3,2.336324871948679,1.7893534240471762,68.05100130550642,1010.2779949021054,3.3693123416310287,80,37,0.0,1224.9849713434887,905.413024035842,319.5719473076467
2022-01-06 11:00:00,2022,1,6,11,4,3,5.574777683692999,5.19014442493863,72.2166840762548,1018.2392452844488,6.020895045584721,309,35,0.0,1209.4050574911394,981.746939803643,227.65811768749631
2022-01-06 12:00:00,2022,1,6,12,4,3,3.3130443066287345,1.9382209459133664,64.88319211696623,1019.1524217817918,3.2807212303160007,343,33,0.0,1245.86940465883,958.0599666008328,287.8094380579972
2022-01-06 13:00:00,2022,1,6,13,4,3,6.384836595351308,7.37476677256508,64.18287912229776,1006.3083468658976,2.631519971811699,167,5,0.0,1229.496520103466,1033.429795423123,196.066724680343
2022-01-06 14:00:00,2022,1,6,14,4,3,3.5988032656133377,2.6361049589236547,63.94637301154216,1020.6639194238404,5.076210186069695,172,65,0.0,1272.870161422117,851.8439912648984,421.02617015721864
2022-01-06 15:00:00,2022,1,6,15,4,3,8.537520544116024,7.065279736308874,79.79062100430482,1014.8235588660424,3.4517804371166507,354,17,0.0,1207.6814358281615,947.5157126013446,260.1657232268169
2022-01-06 16:00:00,2022,1,6,16,4,3,3.87114514940847,2.36925126895384,72.21406277427195,1014.416349750733,3.2001339517639344,323,26,0.0,1248.2669013192265,859.510354469742,388.7565468494845
